trajectory_id,x,y
1,6.28,19.08
1,6.36,19.14
1,6.46,19.21
1,6.56,19.29
1,6.06,18.87
1,5.98,18.76
1,5.97,18.72
1,5.97,18.71
1,5.97,18.7
1,5.97,18.69
1,5.97,18.68
1,5.97,18.67
1,5.97,18.66
1,5.97,18.65
1,5.97,18.64
1,5.97,18.63
1,5.97,18.6
1,5.96,18.55
1,5.95,18.46
1,5.92,18.3
1,5.83,18.01
1,5.61,17.59
1,5.51,17.43
1,5.4,17.33
1,5.91,17.95
1,6.14,18.79
1,6.33,19.16
1,6.48,19.39
1,6.62,19.61
1,6.71,19.93
1,6.72,20.19
1,6.73,20.35
1,6.71,20.52
1,6.69,20.69
1,6.65,20.85
1,6.64,20.91
1,6.63,20.94
1,6.62,20.97
1,6.61,21.01
1,6.59,21.04
1,6.57,21.09
1,6.56,21.16
1,6.54,21.23
1,6.5,21.3
1,6.6,20.52
1,6.67,19.64
1,6.5,18.95
1,6.26,18.63
1,6.08,18.24
1,6.0,17.74
1,5.97,17.58
1,5.96,17.48
1,5.96,17.4
1,5.95,17.35
1,5.97,17.3
1,6.0,17.23
1,6.03,17.15
1,6.06,17.04
1,6.09,16.88
1,6.15,16.68
1,6.25,16.41
1,6.42,16.07
1,6.76,15.64
1,7.04,15.19
1,6.47,15.68
1,5.62,15.92
1,5.45,15.88
1,5.4,15.86
1,5.35,15.86
1,5.3,15.87
1,5.26,15.88
1,5.22,15.88
1,5.16,15.87
1,5.11,15.85
1,5.05,15.8
1,4.98,15.71
1,4.9,15.65
1,4.86,15.67
1,4.83,15.69
1,4.81,15.71
1,4.78,15.72
1,4.74,15.72
1,4.71,15.72
1,4.68,15.72
1,4.89,15.48
1,4.91,15.27
1,4.9,15.01
1,4.89,14.75
1,4.91,14.51
1,4.98,14.21
1,5.2,13.87
1,5.48,13.5
1,5.64,13.22
1,5.73,12.89
1,5.73,12.49
1,5.8,12.25
1,5.95,12.07
1,6.09,11.88
1,6.23,11.69
1,6.36,11.45
1,6.47,11.14
1,6.5,10.74
1,6.46,10.44
1,6.35,10.09
1,5.91,10.12
1,5.45,9.93
1,4.87,9.64
1,4.71,9.66
1,4.65,9.62
1,4.61,9.58
1,4.59,9.54
1,4.57,9.49
1,4.52,9.41
1,4.4,9.29
1,4.13,9.09
1,3.49,8.8
1,3.43,8.83
1,3.41,8.87
1,3.4,8.9
1,3.39,8.94
1,3.37,8.97
1,3.36,9.0
1,3.35,9.03
1,3.33,9.07
1,3.31,9.1
1,3.29,9.14
1,3.28,9.17
1,3.26,9.19
1,3.25,9.22
1,3.23,9.25
1,3.21,9.28
1,3.18,9.32
1,3.15,9.36
1,3.13,9.39
1,3.1,9.42
1,3.07,9.46
1,3.04,9.49
1,3.0,9.54
1,2.97,9.57
1,2.94,9.59
1,2.9,9.63
1,2.85,9.67
1,2.8,9.71
1,2.79,9.73
1,2.78,9.74
1,2.78,9.75
1,2.77,9.76
1,2.77,9.77
1,2.77,9.77
1,2.77,9.78
1,2.77,9.78
1,2.76,9.79
1,2.76,9.79
1,2.76,9.8
1,2.76,9.8
1,2.76,9.81
1,2.76,9.81
1,2.75,9.81
1,2.75,9.81
1,2.75,9.82
1,2.75,9.82
1,2.75,9.82
1,2.75,9.82
1,2.75,9.82
1,3.26,9.27
1,3.44,8.92
1,3.48,8.79
1,3.51,8.69
1,3.52,8.64
1,3.52,8.61
1,3.52,8.59
1,3.53,8.58
1,3.53,8.56
1,3.53,8.55
1,3.53,8.55
1,3.53,8.55
1,3.53,8.55
1,3.53,8.54
1,3.53,8.55
1,3.53,8.55
1,3.53,8.56
1,3.53,8.55
1,3.53,8.54
1,3.54,8.52
1,4.39,8.94
1,4.88,9.16
1,5.07,9.2
1,5.29,9.23
1,5.55,9.25
1,5.84,9.24
1,6.09,9.22
1,6.32,9.23
1,6.63,9.22
1,7.1,9.14
1,7.74,9.02
1,7.99,9.08
1,8.22,9.12
1,8.48,9.12
1,8.76,9.14
1,8.98,9.2
1,9.21,9.31
1,9.51,9.48
1,9.97,9.74
1,10.22,9.95
1,10.16,10.31
1,10.16,10.64
1,10.21,11.04
1,10.26,11.53
1,10.3,11.98
1,10.4,12.16
1,10.25,12.18
1,10.13,12.22
1,9.99,12.31
1,9.87,12.42
1,9.74,12.53
1,9.6,12.67
1,9.44,12.86
1,9.26,13.16
1,9.14,13.53
1,9.12,13.82
1,9.13,14.03
1,9.16,14.3
1,9.18,14.64
1,9.14,15.02
2,12.02,23.06
2,12.13,22.23
2,12.24,21.4
2,12.07,20.48
2,11.95,19.88
2,11.71,19.49
2,11.39,18.87
2,11.07,18.04
2,11.01,17.04
2,11.05,16.6
2,11.09,16.37
2,11.12,16.23
2,11.17,16.06
2,11.23,15.79
2,11.33,15.42
2,11.3,15.16
2,11.22,14.9
2,11.21,14.59
2,11.2,14.11
2,11.19,13.68
2,11.19,13.49
2,11.25,13.39
2,11.32,13.29
2,11.42,13.2
2,11.55,13.06
2,11.69,12.88
2,11.84,12.66
2,11.97,12.39
2,12.17,12.18
2,12.37,11.93
2,12.33,11.67
2,12.27,11.31
2,12.27,10.82
2,12.31,10.39
2,12.39,10.02
2,12.56,9.53
2,12.49,9.1
2,12.46,8.56
2,12.37,8.3
2,12.22,8.08
2,12.03,7.84
2,12.2,8.74
2,12.41,9.67
2,12.22,10.6
2,12.2,11.6
2,12.15,12.52
2,11.77,13.14
2,11.63,13.89
2,11.57,14.86
2,11.21,15.62
2,11.05,16.59
2,11.05,17.59
2,10.97,18.57
2,11.14,19.24
2,11.25,19.48
2,11.31,19.78
2,11.33,20.08
2,11.3,20.39
2,11.21,20.65
2,11.07,20.98
2,10.84,21.34
2,11.21,20.48
2,11.3,19.5
2,11.04,18.65
2,10.97,17.66
2,11.11,16.89
2,11.18,16.36
2,11.32,15.66
2,11.46,14.66
2,11.54,13.82
2,11.55,13.51
2,11.49,13.25
2,11.36,12.88
2,11.03,12.14
2,10.9,11.15
2,10.83,10.2
2,10.61,9.28
2,10.61,8.3
2,10.7,7.32
2,10.56,6.47
2,10.16,5.72
2,10.33,6.59
2,10.51,7.52
2,10.51,8.52
2,10.52,9.5
2,10.79,10.32
2,10.89,11.25
2,10.8,12.07
2,10.98,12.64
2,11.33,13.5
2,11.39,14.49
2,11.53,15.13
2,11.43,15.73
2,11.32,16.73
2,10.98,17.5
2,10.85,18.47
2,11.13,19.13
2,11.52,19.9
2,11.59,20.32
2,11.54,20.53
2,11.44,20.74
2,11.52,19.71
2,11.26,18.94
2,11.05,18.01
2,11.05,17.03
2,11.28,16.33
2,11.4,15.54
2,11.34,14.6
2,11.39,13.88
2,11.44,13.44
2,11.4,13.07
2,11.23,12.71
2,11.06,12.46
2,11.08,12.48
2,11.13,12.51
2,11.22,12.55
2,11.36,12.61
2,11.59,12.67
2,11.91,12.66
2,12.22,12.48
2,12.36,12.18
2,12.15,12.92
2,11.8,13.72
2,11.67,14.69
2,11.48,15.24
2,11.41,15.72
2,11.28,16.63
2,10.97,17.37
2,10.67,18.26
2,10.77,18.88
2,10.99,19.24
2,11.34,19.59
2,11.78,20.03
2,11.95,20.23
2,12.06,20.4
2,12.12,20.57
2,12.16,20.73
2,12.16,20.89
2,12.15,21.09
2,12.14,21.32
2,12.16,21.68
2,12.15,20.67
2,12.07,19.93
2,11.77,19.56
2,11.4,18.91
2,11.15,18.0
2,11.23,17.09
2,11.35,16.41
2,11.42,15.51
2,11.35,14.58
2,11.43,13.85
2,11.48,12.85
2,11.22,12.08
2,10.94,11.19
2,10.89,10.23
2,10.56,9.38
2,10.49,8.39
2,10.49,7.39
2,10.36,6.52
2,10.01,5.7
2,9.94,4.85
2,9.99,4.66
2,9.99,4.49
2,9.93,4.45
2,9.8,4.43
2,9.57,4.38
2,9.22,4.23
2,8.72,3.87
2,8.48,3.47
2,8.5,3.43
2,8.51,3.42
2,8.51,3.41
2,8.52,3.4
2,8.52,3.39
2,8.52,3.39
2,8.52,3.39
2,8.53,3.39
2,8.53,3.39
2,8.53,3.39
2,8.53,3.39
2,8.53,3.39
2,8.6,4.48
2,8.83,5.16
2,9.21,5.58
2,9.67,6.16
2,9.97,7.06
2,9.99,8.06
2,10.15,8.97
2,10.28,9.73
2,10.59,10.51
2,10.72,11.48
2,10.87,12.26
2,11.21,12.95
2,11.3,13.68
2,11.35,14.65
2,11.41,15.28
2,11.41,15.71
2,11.48,16.57
2,11.26,17.19
2,10.93,18.05
2,10.92,19.02
2,11.22,19.39
2,11.7,19.84
2,12.08,20.4
2,12.16,20.65
2,12.16,20.86
2,12.13,21.08
2,12.11,21.36
2,12.13,21.8
2,12.26,22.09
2,12.45,22.39
2,12.55,22.5
2,12.6,22.56
2,12.64,22.58
2,12.67,22.61
2,12.69,22.63
2,12.72,22.65
2,12.74,22.66
2,12.76,22.67
2,12.78,22.68
2,12.8,22.7
2,12.82,22.71
2,12.84,22.71
2,12.86,22.72
2,12.87,22.72
2,12.88,22.72
2,12.89,22.73
2,12.89,22.74
2,12.89,22.76
2,12.88,22.77
2,12.89,22.79
2,12.88,22.8
2,12.87,22.82
2,12.86,22.85
2,12.85,22.87
2,12.84,22.9
2,12.83,22.93
2,12.82,22.97
2,12.8,23.02
2,12.77,23.08
2,12.73,23.13
2,12.69,23.19
2,12.65,23.28
2,12.58,23.41
2,12.47,23.64
2,12.35,24.06
2,12.36,24.21
2,12.38,24.24
2,12.42,24.27
2,12.47,24.31
2,12.53,24.35
2,12.58,24.37
2,12.63,24.39
2,12.68,24.42
2,12.72,24.43
2,12.76,24.44
2,12.79,24.45
2,12.81,24.46
2,12.83,24.46
2,12.84,24.47
2,12.85,24.47
2,12.86,24.48
2,12.87,24.48
2,12.87,24.48
2,12.88,24.48
2,12.91,24.51
2,12.97,24.55
2,13.02,24.57
2,13.07,24.57
2,13.1,24.56
2,13.14,24.57
2,13.16,24.57
2,13.18,24.57
2,13.19,24.56
2,13.18,24.55
2,13.17,24.54
2,13.15,24.54
2,13.13,24.53
2,13.07,24.53
2,13.01,24.53
2,12.98,24.53
2,13.08,24.14
2,13.18,23.9
2,13.31,23.65
2,13.53,23.28
2,13.67,22.93
2,13.7,22.61
2,13.68,22.46
2,13.64,22.35
2,13.6,22.25
2,13.56,22.15
2,13.52,22.05
2,13.48,21.94
2,13.44,21.81
2,13.39,21.63
2,13.3,21.37
2,13.16,20.96
2,13.08,20.59
2,13.05,20.27
2,13.05,20.0
2,13.06,19.68
2,13.07,20.7
2,13.17,21.68
2,13.17,22.68
2,13.09,23.65
2,12.99,24.4
2,12.97,24.5
2,13.06,24.54
2,13.12,24.55
2,13.15,24.57
2,13.17,24.58
2,13.17,24.58
2,13.18,24.58
2,13.18,24.57
2,13.19,24.57
2,13.19,24.56
2,13.19,24.56
2,13.18,24.55
2,13.16,24.55
2,13.12,24.56
2,13.09,24.57
2,13.08,24.57
2,13.08,24.56
2,13.05,24.55
2,13.03,24.54
2,13.0,24.53
2,12.98,24.52
2,12.97,24.51
2,12.96,24.51
2,12.95,24.51
2,12.95,24.51
2,12.94,24.51
2,12.93,24.5
2,12.93,24.5
2,12.92,24.5
2,12.92,24.5
2,12.91,24.5
2,12.91,24.5
2,12.91,24.51
2,12.91,24.51
2,12.91,24.51
2,12.91,24.51
2,12.91,24.51
2,12.91,24.52
2,12.91,24.52
2,12.9,24.52
2,12.91,24.52
2,12.92,24.52
2,12.94,24.52
2,12.94,24.51
2,12.95,24.51
2,12.96,24.51
2,12.97,24.52
2,12.97,24.52
2,12.98,24.52
2,12.98,24.52
2,12.98,24.52
2,12.98,24.51
2,12.97,24.51
2,12.97,24.51
2,12.96,24.5
2,13.34,24.27
2,13.52,24.23
2,13.63,24.23
2,13.72,24.26
2,13.81,24.31
2,13.93,24.4
2,14.09,24.5
2,14.24,24.47
2,14.43,24.39
2,14.66,24.34
2,14.95,24.35
2,15.13,24.36
2,15.27,24.38
2,15.42,24.41
2,15.57,24.45
2,15.68,24.5
2,15.78,24.47
2,15.9,24.37
2,16.08,24.24
2,16.33,24.11
2,16.36,23.38
2,16.22,22.74
2,16.09,22.1
2,16.13,21.89
2,16.23,21.61
2,16.28,21.44
2,16.32,21.35
2,16.35,21.26
2,16.39,21.17
2,16.43,21.07
2,16.5,20.94
2,16.61,20.76
2,16.81,20.47
2,16.81,20.2
2,16.8,19.92
2,16.77,19.55
2,16.75,19.13
2,16.74,18.96
2,16.77,18.82
2,16.81,18.67
2,16.84,18.56
2,16.85,18.47
2,16.84,18.38
2,16.82,18.3
2,16.8,18.2
2,16.78,18.08
2,16.75,17.91
2,16.72,17.64
2,16.68,17.39
2,16.63,17.24
2,16.58,17.13
2,16.54,17.03
2,16.52,16.93
2,16.5,16.81
2,16.49,16.7
2,16.49,16.58
2,16.52,16.43
2,16.57,16.3
2,16.66,16.17
2,16.79,16.02
2,16.18,16.36
2,15.92,16.37
2,15.63,16.39
2,15.36,16.38
2,15.0,16.36
2,14.41,16.39
2,13.81,16.54
2,13.64,16.6
2,13.51,16.59
2,13.35,16.57
2,13.2,16.56
2,13.03,16.57
2,12.86,16.59
2,12.66,16.61
2,12.38,16.65
2,12.06,16.66
2,11.8,16.65
2,11.58,16.57
2,11.19,16.46
2,10.61,16.3
2,10.83,15.91
2,11.19,15.58
2,11.5,15.22
2,11.56,15.08
2,11.6,14.94
2,11.62,14.79
2,11.66,14.62
2,11.7,14.42
2,11.74,14.15
2,11.74,13.77
2,11.63,13.5
2,11.45,13.19
2,11.17,12.74
2,11.1,12.53
2,11.09,12.37
2,11.08,12.18
2,11.06,11.93
2,11.04,11.69
2,11.0,11.52
2,10.94,11.34
2,11.11,12.31
2,11.32,13.14
2,11.64,14.0
2,11.64,14.98
2,11.63,15.98
2,11.69,16.76
2,11.77,16.94
2,11.83,17.13
2,11.91,17.35
2,11.98,17.57
2,12.02,17.85
2,12.0,18.16
2,11.95,18.35
2,11.88,18.54
2,11.78,18.78
2,11.66,19.1
2,11.54,19.49
2,11.41,19.94
2,11.47,20.17
2,11.48,20.26
2,11.48,19.23
2,11.7,18.4
2,11.91,17.46
2,11.95,16.54
2,12.04,16.07
2,12.21,15.51
2,12.39,15.32
2,12.6,15.1
2,12.95,14.7
2,13.06,14.43
2,13.07,14.31
2,13.08,14.23
2,13.08,14.13
2,13.06,14.04
2,13.05,13.95
2,13.06,13.84
2,13.04,13.64
2,12.99,13.34
2,12.97,12.92
2,13.06,12.47
